SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-1-2017,Single Family Residential,227 Oak St,MOUNTAIN VIEW,CA,94041,1250000,2,1.0,MOUNTAIN VIEW,806,3750,1927,60,1551,,Sold,,,http://www.redfin.com/CA/Mountain-View/227-Oak-St-94041/home/1762537,MLSListings,ML81684313,N,Y,37.3946826,-122.0823629
PAST SALE,October-27-2017,Condo/Co-op,2025 California St #45,MOUNTAIN VIEW,CA,94040,585000,1,1.0,MOUNTAIN VIEW,668,720,1965,95,876,390,Sold,,,http://www.redfin.com/CA/Mountain-View/2025-California-St-94040/unit-45/home/618137,MLSListings,ML81677913,N,Y,37.3980861,-122.0982699
PAST SALE,April-26-2017,Condo/Co-op,255 S Rengstorf Ave #81,MOUNTAIN VIEW,CA,94040,595000,1,1.0,MOUNTAIN VIEW,812,1395,1965,279,733,456,Sold,,,http://www.redfin.com/CA/Mountain-View/255-S-Rengstorff-Ave-94040/unit-81/home/616947,MLSListings,ML81643510,N,Y,37.399553,-122.098889
PAST SALE,,Condo/Co-op,1101 W El Camino Real Unit 203,Mountain View,CA,94040,1060000,1,1.0,,1121,,2017,,946,,,,,http://www.redfin.com/CA/Mountain-View/1101-W-El-Camino-Real-94040/unit-203/home/143041995,,,N,Y,37.3871979,-122.0874144
PAST SALE,,Single Family Residential,1684 Tulane Dr,Mountain View,CA,94040,1750000,3,1.0,,1538,5546,1952,,1138,,,,,http://www.redfin.com/CA/Mountain-View/1684-Tulane-Dr-94040/home/640772,,,N,Y,37.3746038,-122.0882257
PAST SALE,December-13-2017,Condo/Co-op,2255 Showers Dr #197,MOUNTAIN VIEW,CA,94040,878888,2,1.0,MOUNTAIN VIEW,814,567,1999,48,1080,316,Sold,,,http://www.redfin.com/CA/Mountain-View/2255-Showers-Dr-94040/unit-197/home/12172184,MLSListings,ML81686070,N,Y,37.4072721,-122.1080943
PAST SALE,June-30-2017,Condo/Co-op,505 Cypress Point Dr #130,MOUNTAIN VIEW,CA,94043,782000,2,1.0,MOUNTAIN VIEW,843,2000,1971,214,928,403,Sold,,,http://www.redfin.com/CA/Mountain-View/505-Cypress-Point-Dr-94043/unit-130/home/1112689,MLSListings,ML81650532,N,Y,37.39769,-122.072516
PAST SALE,March-9-2017,Condo/Co-op,280 Easy St #411,MOUNTAIN VIEW,CA,94043,737000,2,1.0,MOUNTAIN VIEW,894,2050,1964,327,824,362,Sold,,,http://www.redfin.com/CA/Mountain-View/280-Easy-St-94043/unit-411/home/1173796,MLSListings,ML81636488,N,Y,37.3977731,-122.0669526
PAST SALE,March-10-2017,Condo/Co-op,255 S Rengstorff Ave #164,MOUNTAIN VIEW,CA,94040,510000,1,1.0,MOUNTAIN VIEW,551,1395,1965,326,926,394,Sold,,,http://www.redfin.com/CA/Mountain-View/255-S-Rengstorff-Ave-94040/unit-164/home/1113902,MLSListings,ML81637521,N,Y,37.399553,-122.098889
PAST SALE,April-25-2017,Mobile/Manufactured Home,1075 Space Park Way #27,MOUNTAIN VIEW,CA,94043,55000,2,1.0,MOUNTAIN VIEW,600,,1969,280,92,,Sold,,,http://www.redfin.com/CA/Mountain-View/1075-Park-Dr-94040/unit-27/home/114427569,MLSListings,ML81642767,N,Y,37.3861507,-122.0870828
PAST SALE,,Condo/Co-op,1101 W El Camino Real Unit 117,Mountain View,CA,94040,725000,1,1.0,,820,,2017,,884,,,,,http://www.redfin.com/CA/Mountain-View/1101-W-El-Camino-Real-94040/unit-117/home/143041988,,,N,Y,37.3871979,-122.0874144
PAST SALE,,Condo/Co-op,1915 Mount Vernon Ct Apt 11,Mountain View,CA,94040,633000,1,1.0,,864,,1964,,733,,,,,http://www.redfin.com/CA/Mountain-View/1915-Mount-Vernon-Ct-94040/unit-11/home/658845,,,N,Y,37.3956699,-122.095279
PAST SALE,,Condo/Co-op,183 Del Medio Ave Apt 215,Mountain View,CA,94040,615000,1,1.0,,756,,1962,,813,,,,,http://www.redfin.com/CA/Mountain-View/183-Del-Medio-Ave-94040/unit-215/home/12171995,,,N,Y,37.4078715,-122.1118772
PAST SALE,,Townhouse,221 Easy St #13,Mountain View,CA,94043,855000,2,1.0,,1005,570,1980,,851,,,,,http://www.redfin.com/CA/Mountain-View/221-Easy-St-94043/unit-13/home/1102390,,,N,Y,37.3969526,-122.0665456
PAST SALE,,Condo/Co-op,505 Cypress Point Dr Unit 57,Mountain View,CA,94043,450000,1,1.0,,662,,1971,,680,,,,,http://www.redfin.com/CA/Mountain-View/505-Cypress-Point-Dr-94043/unit-57/home/623172,,,N,Y,37.39769,-122.072516
PAST SALE,February-24-2017,Condo/Co-op,440 Cesano Ct #211,PALO ALTO,CA,94306,890000,1,1.0,PALO ALTO,1103,1584,1981,340,807,448,Sold,,,http://www.redfin.com/CA/Palo-Alto/440-Cesano-Ct-94306/unit-211/home/2121206,MLSListings,ML81636450,N,Y,37.4055023,-122.1172665
PAST SALE,March-31-2017,Condo/Co-op,49 Showers Dr Unit E152,MOUNTAIN VIEW,CA,94040,768000,1,1.0,MOUNTAIN VIEW,959,1880,1976,305,801,410,Sold,,,http://www.redfin.com/CA/Mountain-View/49-Showers-Dr-94040/unit-E152/home/12171798,MLSListings,ML81639815,N,Y,37.4049241,-122.1040167
PAST SALE,March-28-2017,Condo/Co-op,2025 California St #44,MOUNTAIN VIEW,CA,94040,530000,1,1.0,MOUNTAIN VIEW,668,720,1965,308,793,390,Sold,,,http://www.redfin.com/CA/Mountain-View/2025-California-St-94040/unit-44/home/1316169,MLSListings,ML81639875,N,Y,37.3980861,-122.0982699
PAST SALE,August-25-2017,Single Family Residential,4388 Silva Ct,PALO ALTO,CA,94306,2400000,3,1.0,PALO ALTO,972,9288,1951,158,2469,,Sold,,,http://www.redfin.com/CA/Palo-Alto/4388-Silva-Ct-94306/home/2120564,MLSListings,ML81671064,N,Y,37.4077209,-122.1138095
