SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-6-2017,Single Family Residential,450 Marshall Ave,SAN JOSE,CA,95125,920000,2,0.5,SAN JOSE,900,5400,1910,238,1022,,Sold,,,http://www.redfin.com/CA/San-Jose/450-Marshall-Ave-95125/home/1603499,MLSListings,ML81654764,N,Y,37.3141448,-121.8944712
PAST SALE,,Single Family Residential,764 Willis Ave,San Jose,CA,95125,630000,2,1.0,,1232,6670,1912,,511,,,,,http://www.redfin.com/CA/San-Jose/764-Willis-Ave-95125/home/1279679,,,N,Y,37.3207403,-121.8950072
PAST SALE,,Single Family Residential,143 Pleasant Ridge Ave,San Jose,CA,95127,650000,3,1.0,,1277,8100,1948,,509,,,,,http://www.redfin.com/CA/San-Jose/143-Pleasant-Ridge-Ave-95127/home/1373006,,,N,Y,37.3676991,-121.8360768
PAST SALE,September-18-2017,Condo/Co-op,5543 Judith St #4,San Jose,CA,95123,385000,2,1.0,San Jose,798,,1970,134,482,249,Sold,,,http://www.redfin.com/CA/San-Jose/5543-Judith-St-95123/unit-4/home/1147277,San Francisco MLS,461863,N,Y,37.2527209,-121.826161
PAST SALE,June-28-2017,Condo/Co-op,2881 Meridian Ave #168,SAN JOSE,CA,95124,525000,1,1.0,SAN JOSE,971,1234,2007,216,541,427,Sold,,,http://www.redfin.com/CA/San-Jose/2881-Meridian-Ave-95124/unit-168/home/12422591,MLSListings,ML81645414,N,Y,37.2718464,-121.9077394
PAST SALE,,Condo/Co-op,1390 Saddle Rack St Apt 138,San Jose,CA,95126,550000,1,1.0,,917,,2004,,600,,,,,http://www.redfin.com/CA/San-Jose/1390-Saddle-Rack-St-95126/unit-138/home/687046,,,N,Y,37.3201952,-121.9130958
PAST SALE,,Single Family Residential,2682 Aida Ave,San Jose,CA,95122,145000,3,1.0,,1043,5000,1960,,139,,,,,http://www.redfin.com/CA/San-Jose/2682-Aida-Ave-95122/home/1312371,,,N,Y,37.3175076,-121.819757
PAST SALE,,Condo/Co-op,85 Rancho Dr,San Jose,CA,95111,425000,2,1.0,,822,,1983,,517,,,,,http://www.redfin.com/CA/San-Jose/85-Rancho-Dr-95111/home/1239861,,,N,Y,37.2828851,-121.8376503
PAST SALE,January-16-2018,Mobile/Manufactured Home,900 Golden Wheel Park Dr #42,SAN JOSE,CA,95112,130000,1,1.0,SAN JOSE,720,,1965,14,181,,Sold,,,http://www.redfin.com/CA/San-Jose/900-Golden-Wheel-Park-Dr-95112/unit-42/home/144189076,MLSListings,ML81683089,N,Y,37.3745175,-121.8918448
PAST SALE,April-28-2017,Condo/Co-op,279 Tradewinds Dr #5,SAN JOSE,CA,95123,409000,2,1.0,SAN JOSE,959,2809,1970,277,426,394,Sold,,,http://www.redfin.com/CA/San-Jose/279-Tradewinds-Dr-95123/unit-5/home/1627777,MLSListings,ML81643139,N,Y,37.25485,-121.827134
